key,locale,package,origin_text,text
cache::phrase.redis_store_label,es,metafox/cache,Redis,
cache::phrase.select_cache_driver,es,metafox/cache,"Select Cache Driver",
cache::phrase.select_cache_driver_desc,es,metafox/cache,"Contact developer to get more help.",
cache::phrase.settings,es,metafox/cache,Settings,
cache::phrase.site_settings,es,metafox/cache,"Cache Settings",
cache::phrase.unique_cache_id_desc,es,metafox/cache,"ID will be used by developer",
cache::phrase.unique_cache_id_label,es,metafox/cache,ID,
cache::redis.connection_desc,es,metafox/cache,,
cache::redis.connection_label,es,metafox/cache,"Redis Connection",
cache::redis.database_label,es,metafox/cache,,
cache::redis.host_label,es,metafox/cache,"Redis Host",
cache::redis.password_label,es,metafox/cache,"Redis Password",
cache::redis.port_label,es,metafox/cache,"Redis Port",
cache::redis.url_label,es,metafox/cache,"Redis URL",
captcha::admin.captcha_type_description,es,metafox/captcha,"Select captcha type.
If you choose ReCaptcha, visit google.com/recaptcha and get free key.",
captcha::admin.captcha_type_label,es,metafox/captcha,"Captcha Type",
captcha::admin.captcha_types,es,metafox/captcha,Types,
captcha::admin.image_captcha,es,metafox/captcha,"Image Captcha",
captcha::admin.image_captcha_description,es,metafox/captcha,"A CAPTCHA test is made up of two simple parts: a randomly generated sequence of letters and/or numbers that appear as a distorted image, and a text box. To pass a the test and prove your human identity, simply type the characters you see in the image into the text box.",
captcha::admin.recaptcha_v3,es,metafox/captcha,"Recaptcha V3",
captcha::admin.recaptcha_v3_description,es,metafox/captcha,"reCAPTCHA v3 helps you detect abusive traffic on your website without user interaction. Instead of showing a CAPTCHA challenge, reCAPTCHA v3 returns a score so you can choose the most appropriate action for your website.",
captcha::phrase.captcha,es,metafox/captcha,Captcha,
captcha::phrase.captcha_image,es,metafox/captcha,"Captcha Image",
captcha::phrase.captcha_settings,es,metafox/captcha,"Captcha Settings",
captcha::phrase.edit_type,es,metafox/captcha,,
captcha::phrase.recaptcha_description,es,metafox/captcha,"Visit google.com/recaptcha and get free key",
captcha::phrase.recaptcha_secret,es,metafox/captcha,"ReCaptcha Secret",
captcha::phrase.recaptcha_secret_description,es,metafox/captcha,"Visit google.com/recaptcha and get free key",
captcha::phrase.recaptcha_site_key,es,metafox/captcha,"ReCaptcha Site Key",
captcha::phrase.rules,es,metafox/captcha,Rules,
chat::phrase.chat,es,metafox/chat,Chat,
chat::phrase.chat_room_lower,es,metafox/chat,"chat room",
chat::phrase.chat_setting,es,metafox/chat,,
chat::phrase.chat_with,es,metafox/chat,"Chat With",
chat::phrase.delete_confirm,es,metafox/chat,"Are you sure you want to permanently delete this discussion?",
chat::phrase.delete_message_confirm,es,metafox/chat,"Are you sure you want to delete this message?",
chat::phrase.mark_all_read_successfully,es,metafox/chat,"Mark All Read Successfully",
chat::phrase.messages,es,metafox/chat,Messages,
chat::phrase.new_conversation,es,metafox/chat,"New Conversation",
chat::phrase.permissions,es,metafox/chat,,
chat::seo.messages,es,metafox/chat,Messages,
chat::web.1_person_reacted,es,metafox/chat,"1 person reacted",
chat::web.1_user,es,metafox/chat,"1 user",
chat::web.actions,es,metafox/chat,Actions,
chat::web.action_successfully,es,metafox/chat,"{action} successfully",
chat::web.active_time_ago,es,metafox/chat,"Active {time} ago",
chat::web.activity,es,metafox/chat,Activity,
chat::web.add_members,es,metafox/chat,"Add Members",
chat::web.add_members_dot,es,metafox/chat,"Add members ...",
chat::web.add_participants,es,metafox/chat,"Add Participants",
chat::web.add_reaction,es,metafox/chat,"Add Reaction",
chat::web.add_server,es,metafox/chat,"Add Server",
chat::web.add_user,es,metafox/chat,"Add user",
chat::web.add_users_to_group_successfully,es,metafox/chat,"Added user(s) to group successfully",
chat::web.admin_panel,es,metafox/chat,"Admin Panel",
chat::web.all_chats,es,metafox/chat,"All Chats",
chat::web.all_messages,es,metafox/chat,"All Messages",
chat::web.allow_reactions,es,metafox/chat,"Allow Reactions",
chat::web.all_users_in_the_channel_can_write_new_messages,es,metafox/chat,"All users in the group can write new messages",
chat::web.all_users_in_the_group_can_write_new_messages,es,metafox/chat,"All users in the group can write new messages",
chat::web.alphabetical,es,metafox/chat,Alphabetical,
chat::web.and_value_more_dots,es,metafox/chat,"and {value} more ...",
chat::web.announcement,es,metafox/chat,Announcement,
chat::web.archive,es,metafox/chat,Archive,
chat::web.ARCHIVE,es,metafox/chat,ARCHIVE,
chat::web.archived_chats,es,metafox/chat,"Archived Chats",
chat::web.archived_group,es,metafox/chat,"Archived Group",
chat::web.archived_groups,es,metafox/chat,"Archived Groups",
chat::web.archive_group_successfully,es,metafox/chat,"Archived group successfully.",
chat::web.archive_room_description,es,metafox/chat,"Are you sure you want to archive this discussion?",
chat::web.archives,es,metafox/chat,Archives,
chat::web.are_you_sure,es,metafox/chat,"Are you sure?",
chat::web.are_you_sure_question_mark,es,metafox/chat,"Are you sure?",
chat::web.are_you_sure_to_hide_this_discussion,es,metafox/chat,"Are you sure you want to hide this discussion?",
chat::web.are_you_sure_you_want_to_hide_the_conversation,es,metafox/chat,"Are you sure you want to hide the conversation?",
chat::web.are_you_sure_you_want_to_leave_the_group,es,metafox/chat,"Are you sure you want to leave the group {group}?",
chat::web.are_you_sure_you_want_to_leave_the_room,es,metafox/chat,"Are you sure you want to leave the group {room}?",
chat::web.are_you_sure_you_want_to_unpin_this_content,es,metafox/chat,"Are you sure you want to unpin this content?",
chat::web.attach_files,es,metafox/chat,"Attach files",
chat::web.attach_images,es,metafox/chat,"Attach images",
chat::web.audio,es,metafox/chat,Audio,
chat::web.audio_call,es,metafox/chat,"Audio call",
chat::web.authenticating,es,metafox/chat,Authenticating,
chat::web.auto_translate,es,metafox/chat,Auto-Translate,
chat::web.avatar_changed_successfully,es,metafox/chat,"Avatar has been changed successfully!",
chat::web.avatar_url,es,metafox/chat,"Avatar URL",
chat::web.away,es,metafox/chat,Away,
chat::web.block_chat,es,metafox/chat,"Block Chat",
chat::web.block_user,es,metafox/chat,"Block user",
chat::web.block_user_successfully,es,metafox/chat,"Blocked user successfully.",
chat::web.broadcast_channel,es,metafox/chat,"Broadcast Group",
chat::web.broadcast_channel_description,es,metafox/chat,"Only authorized users can write new messages, but others will be able to reply",
chat::web.broadcast_group,es,metafox/chat,"Broadcast Group",
chat::web.broadcast_group_description,es,metafox/chat,"Only authorized users can write new messages, but others will be able to reply",
chat::web.busy,es,metafox/chat,Busy,
chat::web.by_proceeding_you_are_agreeing,es,metafox/chat,"By proceeding you agree with our",
chat::web.call_accepted,es,metafox/chat,"Call was accepted",
chat::web.call_again,es,metafox/chat,"Call again",
chat::web.call_canceled,es,metafox/chat,"Call was cancelled",
chat::web.call_end_are_you_want_to_start_a_new_call_question_mark,es,metafox/chat,"Call was ended. Do you want to start new call?",
chat::web.call_ended,es,metafox/chat,"Call was ended",
chat::web.call_group_members_start_ringing,es,metafox/chat,"Call Group Members - Start Ringing",
chat::web.calling,es,metafox/chat,Calling,
chat::web.calling_dots,es,metafox/chat,"CALLING ...",
chat::web.call_joined,es,metafox/chat,"Call joined",
chat::web.call_left,es,metafox/chat,"Call left",
chat::web.call_missed,es,metafox/chat,"Call was missed",
chat::web.call_missed_audio,es,metafox/chat,"Call was missed",
chat::web.call_rejected,es,metafox/chat,"Call was rejected",
chat::web.call_started,es,metafox/chat,"Call started",
chat::web.cancel,es,metafox/chat,Cancel,
chat::web.cancel_editing,es,metafox/chat,"Cancel editing",
chat::web.cancel_recording,es,metafox/chat,"Cancel recording",
chat::web.can_chat_with_friend_only,es,metafox/chat,"Can chat with friends only",
chat::web.can_not_call_with_more_than_value_members,es,metafox/chat,"Can not call with more than {value} members",
chat::web.can_not_connect_to_chat_server,es,metafox/chat,"Can not connect to chat server",
chat::web.can_not_direct_chat_this_user,es,metafox/chat,"Can not chat with this user",
chat::web.can_not_join_call_room_now,es,metafox/chat,"Cannot join group call now",
chat::web.change_group_image,es,metafox/chat,"Change Group Image",
chat::web.change_language,es,metafox/chat,"Change Language",
chat::web.change_name_group,es,metafox/chat,"Change name group",
chat::web.changing_avatar,es,metafox/chat,"changing avatar",
chat::web.channel_name,es,metafox/chat,"Group Name",
chat::web.channels,es,metafox/chat,Groups,
chat::web.chat,es,metafox/chat,Chat,
chat::web.chatplus,es,metafox/chat,ChatPlus,
chat::web.chatplus_app_released_new_description,es,metafox/chat,"New version of ChatPlus app has been released. Please upgrade soon.",
chat::web.chatplus_server_released_new_description,es,metafox/chat,"New version of ChatPlus Server has been released. You can contact phpFox Help Desk for support to upgrade.",
chat::web.chatplus_sync_settings_success_description,es,metafox/chat,"ChatPlus settings & permissions have been updated.",
chat::web.chatplus_sync_user_success_description,es,metafox/chat,"The data is pushed to cron job. Please ensure cron job has been configured properly.",
chat::web.chatplus_there_are_total_users_to_sync,es,metafox/chat,"There are {total_users} users.",
chat::web.chats,es,metafox/chat,Chats,
chat::web.choose,es,metafox/chat,Choose,
chat::web.choose_from_library,es,metafox/chat,"Choose from library",
chat::web.close,es,metafox/chat,Close,
chat::web.close_all_boxchats,es,metafox/chat,"Close all chat boxes",
chat::web.close_chat_box,es,metafox/chat,"Close chat box",
chat::web.close_emoji_selector,es,metafox/chat,"Close emoji selector",
chat::web.code,es,metafox/chat,Code,
chat::web.collaborative,es,metafox/chat,Collaborative,
chat::web.confirm,es,metafox/chat,Confirm,
chat::web.connect,es,metafox/chat,Connect,
chat::web.connected,es,metafox/chat,Connected,
chat::web.connecting,es,metafox/chat,Connecting...,
chat::web.connecting_dots,es,metafox/chat,"Connecting ...",
chat::web.connecting_server,es,metafox/chat,"connecting to server",
chat::web.connect_to_a_server,es,metafox/chat,"Connect to a server",
chat::web.contacts,es,metafox/chat,Contacts,
chat::web.contact_us,es,metafox/chat,"Contact us",
chat::web.continue_with,es,metafox/chat,"Continue with",
chat::web.copy,es,metafox/chat,Copy,
chat::web.crash_report_disclaimer,es,metafox/chat,"We never track content of your chats. The crash reports only contain relevant information.",
chat::web.create,es,metafox/chat,Create,
chat::web.create_account,es,metafox/chat,"Create an account",
chat::web.create_a_new_workspace,es,metafox/chat,"Create a new workspace",
chat::web.create_channel,es,metafox/chat,"Create Group",
chat::web.create_chat_group_successfully,es,metafox/chat,"Create group successfully",
chat::web.create_conversation,es,metafox/chat,"Create Conversation",
chat::web.created_snippet,es,metafox/chat,"Created a snippet",
chat::web.create_group,es,metafox/chat,"Create Group",
chat::web.create_group_with,es,metafox/chat,"Create group with {name}",
chat::web.creating_channel,es,metafox/chat,"creating group",
chat::web.creating_group,es,metafox/chat,"Creating group",
chat::web.current,es,metafox/chat,Current,
chat::web.delete,es,metafox/chat,Delete,
chat::web.delete_group_successfully,es,metafox/chat,"Deleted group successfully",
chat::web.delete_group_warning,es,metafox/chat,"Deleting a group will delete all messages posted within the group. This cannot be undone.",
chat::web.delete_msg,es,metafox/chat,"Are you sure you want to delete this message?",
chat::web.delete_room_description,es,metafox/chat,"Are you sure you want to delete this discussion?",
chat::web.delete_room_warning,es,metafox/chat,"Deleting a group will delete all messages posted within the group. This action cannot be reverted.",
chat::web.description,es,metafox/chat,Description,
chat::web.deselect_value,es,metafox/chat,"De-select ({value})",
chat::web.direct_messages,es,metafox/chat,"Direct Messages",
chat::web.directory,es,metafox/chat,Directory,
chat::web.disable_notifications,es,metafox/chat,"Disable notifications",
chat::web.discard_current_change,es,metafox/chat,"Discard current change",
chat::web.discussions,es,metafox/chat,Discussions,
chat::web.download_audio_successfully,es,metafox/chat,"Downloaded audio successfully.",
chat::web.downloading,es,metafox/chat,Downloading...,
chat::web.download_video_successfully,es,metafox/chat,"Downloaded video successfully.",
chat::web.do_you_really_want_to_key_this_group_question_mark,es,metafox/chat,"Do you really want to {key} this group?",
chat::web.do_you_really_want_to_key_this_room_question_mark,es,metafox/chat,"Do you really want to {key} this group?",
chat::web.edit,es,metafox/chat,Edit,
chat::web.edited,es,metafox/chat,edited,
chat::web.edited_by_user_at_timestamp,es,metafox/chat,"Edited by {username} at {timestamp}",
chat::web.edit_group_avatar,es,metafox/chat,"Edit group avatar",
chat::web.editing,es,metafox/chat,Editing,
chat::web.editing_message,es,metafox/chat,"Editing message",
chat::web.edit_notification,es,metafox/chat,"Edit Notification",
chat::web.email,es,metafox/chat,Email,
chat::web.email_alerts,es,metafox/chat,"Email Alerts",
chat::web.email_or_password_field_is_empty,es,metafox/chat,"Email or password field is empty",
chat::web.enable_auto_away,es,metafox/chat,"Enable Auto Away",
